psc_type,portfolio_group,portfolio,psc_code,psc_code_start_date,psc_code_end_date,psc_code_short_name,psc_code_long_name,psc_code_includes,psc_code_excludes,psc_code_notes
Service,Research and Development,Systems Development,AR94,10/1/11,,R&D- SPACE: OTHER (ENGINEERING DEVELOPMENT),R&D-OTHER SPACE - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AS13,10/1/11,,R&D- MODAL TRANSPORTATION: AIR (ADVANCED DEVELOPMENT),AIR TRANSPORTATION  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AS14,10/1/11,,R&D- MODAL TRANSPORTATION: AIR (ENGINEERING DEVELOPMENT),AIR TRANSPORTATION  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AS23,10/1/11,,R&D- MODAL TRANSPORTATION: SURFACE MOTOR VEHICLES (ADVANCED DEVELOPMENT),SURFACE MOTOR VEHICLES  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AS24,10/1/11,,R&D- MODAL TRANSPORTATION: SURFACE MOTOR VEHICLES (ENGINEERING DEVELOPMENT),SURFACE MOTOR VEHICLES  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AS33,10/1/11,,R&D- MODAL TRANSPORTATION: RAIL (ADVANCED DEVELOPMENT),RAIL TRANSPORTATION  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AS34,10/1/11,,R&D- MODAL TRANSPORTATION: RAIL (ENGINEERING DEVELOPMENT),RAIL TRANSPORTATION  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AS43,10/1/11,,R&D- MODAL TRANSPORTATION: MARINE (ADVANCED DEVELOPMENT),MARINE TRANSPORTATION  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AS44,10/1/11,,R&D- MODAL TRANSPORTATION: MARINE (ENGINEERING DEVELOPMENT),MARINE TRANSPORTATION  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AS93,10/1/11,,R&D- MODAL TRANSPORTATION: OTHER MODAL (ADVANCED DEVELOPMENT),OTHER MODAL TRANSPORTATION  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AS94,10/1/11,,R&D- MODAL TRANSPORTATION: OTHER MODAL (ENGINEERING DEVELOPMENT),OTHER MODAL TRANSPORTATION  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AT13,10/1/11,,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (ADVANCED DEVELOPMENT)","HIGHWAYS, ROADS, AND BRIDGES  - ADVANCED DEVELOPMENT",,,
Service,Research and Development,Systems Development,AT14,10/1/11,,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (ENGINEERING DEVELOPMENT)","HIGHWAYS, ROADS, AND BRIDGES  - ENGINEERING DEVELOPMENT",,,
Service,Research and Development,Systems Development,AT23,10/1/11,,R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (ADVANCED DEVELOPMENT),HUMAN FACTORS CONCERNING TRANSPORTATION  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AT24,10/1/11,,R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (ENGINEERING DEVELOPMENT),HUMAN FACTORS CONCERNING TRANSPORTATION  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AT33,10/1/11,,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (ADVANCED DEVELOPMENT),NAVIGATION AND NAVIGATIONAL AIDS  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AT34,10/1/11,,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (ENGINEERING DEVELOPMENT),NAVIGATION AND NAVIGATIONAL AIDS  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AT43,10/1/11,,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (ADVANCED DEVELOPMENT),PASSENGER SAFETY AND SECURITY  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AT44,10/1/11,,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (ENGINEERING DEVELOPMENT),PASSENGER SAFETY AND SECURITY  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AT53,10/1/11,,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (ADVANCED DEVELOPMENT),PIPELINE SAFETY  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AT54,10/1/11,,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (ENGINEERING DEVELOPMENT),PIPELINE SAFETY  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AT63,10/1/11,,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (ADVANCED DEVELOPMENT),TRAFFIC MANAGEMENT  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AT64,10/1/11,,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (ENGINEERING DEVELOPMENT),TRAFFIC MANAGEMENT  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AT73,10/1/11,,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (ADVANCED DEVELOPMENT),TUNNELS AND OTHER SUBSURFACE STRUCTURES  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AT74,10/1/11,,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (ENGINEERING DEVELOPMENT),TUNNELS AND OTHER SUBSURFACE STRUCTURES  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AT83,10/1/11,,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (ADVANCED DEVELOPMENT),TRANSPORTING HAZARDOUS MATERIALS  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AT84,10/1/11,,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (ENGINEERING DEVELOPMENT),TRANSPORTING HAZARDOUS MATERIALS  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AT93,10/1/11,,R&D- OTHER TRANSPORTATION: OTHER GENERAL (ADVANCED DEVELOPMENT),OTHER GENERAL TRANSPORTATION  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AT94,10/1/11,,R&D- OTHER TRANSPORTATION: OTHER GENERAL (ENGINEERING DEVELOPMENT),OTHER GENERAL TRANSPORTATION  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AV13,10/1/11,,R&D- MINING: SUBSURFACE MINING EQUIPMENT (ADVANCED DEVELOPMENT),SUBSURFACE MINING EQUIPMENT  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AV14,10/1/11,,R&D- MINING: SUBSURFACE MINING EQUIPMENT (ENGINEERING DEVELOPMENT),SUBSURFACE MINING EQUIPMENT  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AV23,10/1/11,,R&D- MINING: SURFACE MINING EQUIPMENT (ADVANCED DEVELOPMENT),SURFACE MINING EQUIPMENT  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AV24,10/1/11,,R&D- MINING: SURFACE MINING EQUIPMENT (ENGINEERING DEVELOPMENT),SURFACE MINING EQUIPMENT  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AV33,10/1/11,,R&D- MINING: SUBSURFACE MINING METHODS (ADVANCED DEVELOPMENT),SUBSURFACE MINING METHODS  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AV34,10/1/11,,R&D- MINING: SUBSURFACE MINING METHODS (ENGINEERING DEVELOPMENT),SUBSURFACE MINING METHODS  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AV43,10/1/11,,R&D- MINING: SURFACE MINING METHODS (ADVANCED DEVELOPMENT),SURFACE MINING METHODS  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AV44,10/1/11,,R&D- MINING: SURFACE MINING METHODS (ENGINEERING DEVELOPMENT),SURFACE MINING METHODS  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AV53,10/1/11,,R&D- MINING: MINING RECLAMATION METHODS (ADVANCED DEVELOPMENT),MINING RECLAMATION METHODS  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AV54,10/1/11,,R&D- MINING: MINING RECLAMATION METHODS (ENGINEERING DEVELOPMENT),MINING RECLAMATION METHODS  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AV63,10/1/11,,R&D- MINING: MINING SAFETY (ADVANCED DEVELOPMENT),MINING SAFETY  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AV64,10/1/11,,R&D- MINING: MINING SAFETY (ENGINEERING DEVELOPMENT),MINING SAFETY  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AV73,10/1/11,,R&D- MINING: METALLURGICAL (ADVANCED DEVELOPMENT),METALLURGICAL  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AV74,10/1/11,,R&D- MINING: METALLURGICAL (ENGINEERING DEVELOPMENT),METALLURGICAL  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AV93,10/1/11,,R&D- MINING: OTHER MINING ACTIVITIES (ADVANCED DEVELOPMENT),OTHER MINING ACTIVITIES  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AV94,10/1/11,,R&D- MINING: OTHER MINING ACTIVITIES (ENGINEERING DEVELOPMENT),OTHER MINING ACTIVITIES  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Systems Development,AZ13,10/1/11,,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),OTHER RESEARCH AND DEVELOPMENT  - ADVANCED DEVELOPMENT,,,
Service,Research and Development,Systems Development,AZ14,10/1/11,,R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),OTHER RESEARCH AND DEVELOPMENT  - ENGINEERING DEVELOPMENT,,,
Service,Research and Development,Technology Base,AA11,10/1/11,,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (BASIC RESEARCH),AGRICULTURE INSECT AND DISEASE CONTROL  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AA12,10/1/11,,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),AGRICULTURE INSECT AND DISEASE CONTROL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AA21,10/1/11,,R&D- AGRICULTURE: MARKETING (BASIC RESEARCH),AGRICULTURE MARKETING  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AA22,10/1/11,,R&D- AGRICULTURE: MARKETING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),AGRICULTURE MARKETING - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AA31,10/1/11,,R&D- AGRICULTURE: PRODUCTION (BASIC RESEARCH),AGRICULTURE PRODUCTION  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AA32,10/1/11,,R&D- AGRICULTURE: PRODUCTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),AGRICULTURE PRODUCTION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AA91,10/1/11,,R&D- AGRICULTURE: OTHER (BASIC RESEARCH),OTHER AGRICULTURE  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AA92,10/1/11,,R&D- AGRICULTURE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),OTHER AGRICULTURE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AB11,10/1/11,,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (BASIC RESEARCH),CRIME PREVENTION AND CONTROL  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AB12,10/1/11,,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),CRIME PREVENTION AND CONTROL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AB21,10/1/11,,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (BASIC RESEARCH),FIRE PREVENTION AND CONTROL  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AB22,10/1/11,,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),FIRE PREVENTION AND CONTROL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AB31,10/1/11,,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (BASIC RESEARCH),RURAL COMMUNITY SERVICES AND DEVELOPMENT  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AB32,10/1/11,,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),RURAL COMMUNITY SERVICES AND DEVELOPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AB41,10/1/11,,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (BASIC RESEARCH),URBAN COMMUNITY SERVICES AND DEVELOPMENT  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AB42,10/1/11,,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),URBAN COMMUNITY SERVICES AND DEVELOPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AB91,10/1/11,,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (BASIC RESEARCH),OTHER COMMUNITY SERVICES AND DEVELOPMENT  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AB92,10/1/11,,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),OTHER COMMUNITY SERVICES AND DEVELOPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AC11,10/1/11,,R&D- DEFENSE SYSTEM: AIRCRAFT (BASIC RESEARCH),DEFENSE AIRCRAFT  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AC12,10/1/11,,R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),DEFENSE AIRCRAFT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AC21,10/1/11,,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (BASIC RESEARCH),DEFENSE MISSILE AND SPACE SYSTEMS  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AC22,10/1/11,,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),DEFENSE MISSILE AND SPACE SYSTEMS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AC31,10/1/11,,R&D- DEFENSE SYSTEM: SHIPS (BASIC RESEARCH),DEFENSE SHIPS  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AC32,10/1/11,,R&D- DEFENSE SYSTEM: SHIPS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),DEFENSE SHIPS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AC41,10/1/11,,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (BASIC RESEARCH),DEFENSE TANK - AUTOMOTIVE  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AC42,10/1/11,,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),DEFENSE TANK - AUTOMOTIVE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AC51,10/1/11,,R&D- DEFENSE SYSTEM: WEAPONS (BASIC RESEARCH),WEAPONS  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AC52,10/1/11,,R&D- DEFENSE SYSTEM: WEAPONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),WEAPONS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AC61,10/1/11,,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH),DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AC62,10/1/11,,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AC91,10/1/11,,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (BASIC RESEARCH),MISCELLANEOUS DEFENSE HARD GOODS  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AC92,10/1/11,,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),MISCELLANEOUS DEFENSE HARD GOODS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AD11,10/1/11,,R&D- DEFENSE OTHER: AMMUNITION (BASIC RESEARCH),AMMUNITION  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AD12,10/1/11,,R&D- DEFENSE OTHER: AMMUNITION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),AMMUNITION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AD21,10/1/11,,R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH),SERVICES  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AD22,10/1/11,,R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),SERVICES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AD31,10/1/11,,R&D- DEFENSE OTHER: SUBSISTENCE (BASIC RESEARCH),SUBSISTENCE  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AD32,10/1/11,,R&D- DEFENSE OTHER: SUBSISTENCE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),SUBSISTENCE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AD41,10/1/11,,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (BASIC RESEARCH),"TEXTILES, CLOTHING AND EQUIPAGE  - BASIC RESEARCH",,,
Service,Research and Development,Technology Base,AD42,10/1/11,,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"TEXTILES, CLOTHING AND EQUIPAGE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
Service,Research and Development,Technology Base,AD51,10/1/11,,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (BASIC RESEARCH),FUELS AND LUBRICANTS  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AD52,10/1/11,,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),FUELS AND LUBRICANTS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AD61,10/1/11,,R&D- DEFENSE OTHER: CONSTRUCTION (BASIC RESEARCH),CONSTRUCTION  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AD62,10/1/11,,R&D- DEFENSE OTHER: CONSTRUCTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),CONSTRUCTION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AD91,10/1/11,,R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH),OTHER DEFENSE  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AD92,10/1/11,,R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),OTHER DEFENSE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AE11,10/1/11,,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (BASIC RESEARCH),EMPLOYMENT GROWTH AND PRODUCTIVITY  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AE12,10/1/11,,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),EMPLOYMENT GROWTH AND PRODUCTIVITY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AE21,10/1/11,,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (BASIC RESEARCH),PRODUCT OR SERVICE IMPROVEMENT  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AE22,10/1/11,,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),PRODUCT OR SERVICE IMPROVEMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AE31,10/1/11,,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (BASIC RESEARCH),MANUFACTURING TECHNOLOGY  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AE32,10/1/11,,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),MANUFACTURING TECHNOLOGY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AE91,10/1/11,,R&D- ECONOMIC GROWTH: OTHER (BASIC RESEARCH),OTHER ECONOMIC GROWTH AND PRODUCTIVITY  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AE92,10/1/11,,R&D- ECONOMIC GROWTH: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),OTHER ECONOMIC GROWTH AND PRODUCTIVITY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AF11,10/1/11,,R&D- EDUCATION: EDUCATIONAL (BASIC RESEARCH),EDUCATION  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AF12,10/1/11,,R&D- EDUCATION: EDUCATIONAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),EDUCATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AG11,10/1/11,,R&D- ENERGY: COAL (BASIC RESEARCH),COAL  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AG12,10/1/11,,R&D- ENERGY: COAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),COAL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AG21,10/1/11,,R&D- ENERGY: GAS (BASIC RESEARCH),GAS  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AG22,10/1/11,,R&D- ENERGY: GAS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),GAS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AG31,10/1/11,,R&D- ENERGY: GEOTHERMAL (BASIC RESEARCH),GEOTHERMAL  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AG32,10/1/11,,R&D- ENERGY: GEOTHERMAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),GEOTHERMAL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AG41,10/1/11,,R&D- ENERGY: WIND (BASIC RESEARCH),WIND ENERGY  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AG42,10/1/11,,R&D- ENERGY: WIND (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),WIND ENERGY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AG51,10/1/11,,R&D- ENERGY: NUCLEAR (BASIC RESEARCH),NUCLEAR  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AG52,10/1/11,,R&D- ENERGY: NUCLEAR (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),NUCLEAR - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AG61,10/1/11,,R&D- ENERGY: PETROLEUM (BASIC RESEARCH),PETROLEUM  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AG62,10/1/11,,R&D- ENERGY: PETROLEUM (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),PETROLEUM - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AG71,10/1/11,,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (BASIC RESEARCH),SOLAR/PHOTOVOLTAIC  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AG72,10/1/11,,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),SOLAR/PHOTOVOLTAIC - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AG81,10/1/11,,R&D- ENERGY: CONSERVATION (BASIC RESEARCH),CONSERVATION OF ENERGY  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AG82,10/1/11,,R&D- ENERGY: CONSERVATION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),CONSERVATION OF ENERGY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AG91,10/1/11,,R&D- ENERGY: OTHER (BASIC RESEARCH),OTHER ENERGY  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AG92,10/1/11,,R&D- ENERGY: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),OTHER ENERGY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AH11,10/1/11,,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (BASIC RESEARCH),POLLUTION CONTROL AND ABATEMENT  - BASIC RESEARCH,,,
Service,Research and Development,Technology Base,AH12,10/1/11,,R&D- ENVIRON PROTECTION: POLLUTION CONTROL/ABATEMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),POLLUTION CONTROL AND ABATEMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
Service,Research and Development,Technology Base,AH21,10/1/11,,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (BASIC RESEARCH),AIR POLLUTION  - BASIC RESEARCH,,,
